ID,project,region,site,dist_along_transect,sample_type,mass,direction,coordinates,end coordniate,litter_depth_cm,dbh,denisometer,pct_litter,pct_grass,pct_herb,pct_bare
20.0618,douglasii,transects,20.2002,18,tube_2,1.73,NaN,NaN,,5,NaN,NaN,NaN,NaN,NaN,NaN
20.0623,douglasii,transects,20.2002,20,tube_2,1.69,NaN,NaN,,3,NaN,NaN,NaN,NaN,NaN,NaN
20.0562,douglasii,transects,20.2002,22,tube_2,1.52,NaN,NaN,,3,NaN,NaN,NaN,NaN,NaN,NaN
20.0046,douglasii,transects,20.2002,24,tube_2,1.67,NaN,NaN,,2,NaN,NaN,NaN,NaN,NaN,NaN
20.015,douglasii,transects,20.2002,26,tube_2,1.65,NaN,NaN,,1,NaN,NaN,NaN,NaN,NaN,NaN
20.0334,douglasii,transects,20.2002,28,tube_2,1.57,NaN,NaN,,<0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.0223,douglasii,transects,20.2002,30,tube_2,1.56,NaN,NaN,,0.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0034,douglasii,transects,20.2002,0,tube_3,NaN,NaN,NaN,,0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.0612,douglasii,transects,20.2002,2,tube_3,NaN,NaN,NaN,,2.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0598,douglasii,transects,20.2002,4,tube_3,NaN,NaN,NaN,,0.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0598,douglasii,transects,20.2002,6,tube_3,NaN,NaN,NaN,,<0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.059,douglasii,transects,20.2002,8,tube_3,NaN,NaN,NaN,,4,NaN,NaN,NaN,NaN,NaN,NaN
20.0312,douglasii,transects,20.2002,10,tube_3,NaN,NaN,NaN,,1.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0534,douglasii,transects,20.2002,12,tube_3,NaN,NaN,NaN,,0.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0026,douglasii,transects,20.2002,14,tube_3,NaN,NaN,NaN,,6,NaN,NaN,NaN,NaN,NaN,NaN
20.0522,douglasii,transects,20.2002,16,tube_3,NaN,NaN,NaN,,0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.0619,douglasii,transects,20.2002,18,tube_3,NaN,NaN,NaN,,5,NaN,NaN,NaN,NaN,NaN,NaN
20.0622,douglasii,transects,20.2002,20,tube_3,NaN,NaN,NaN,,3,NaN,NaN,NaN,NaN,NaN,NaN
20.0563,douglasii,transects,20.2002,22,tube_3,NaN,NaN,NaN,,3,NaN,NaN,NaN,NaN,NaN,NaN
20.0047,douglasii,transects,20.2002,24,tube_3,NaN,NaN,NaN,,2,NaN,NaN,NaN,NaN,NaN,NaN
20.0152,douglasii,transects,20.2002,26,tube_3,NaN,NaN,NaN,,1,NaN,NaN,NaN,NaN,NaN,NaN
20.0336,douglasii,transects,20.2002,28,tube_3,NaN,NaN,NaN,,<0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.0222,douglasii,transects,20.2002,30,tube_3,NaN,NaN,NaN,,0.5,NaN,NaN,NaN,NaN,NaN,NaN
20.2002,douglasii,transects,20.2002,NaN,transect,NaN,NaN,"34.73671,120.05804","34.73653,120.05788",NaN,NaN,NaN,NaN,NaN,NaN,NaN
20.0441,douglasii,transects,20.2003,0,soils bag,NaN,NaN,NaN,,<0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.0501,douglasii,transects,20.2003,2,soils bag,NaN,NaN,NaN,,<0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.0477,douglasii,transects,20.2003,4,soils bag,NaN,NaN,NaN,,1,NaN,NaN,NaN,NaN,NaN,NaN
20.0513,douglasii,transects,20.2003,6,soils bag,NaN,NaN,NaN,,0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.0629,douglasii,transects,20.2003,8,soils bag,NaN,NaN,NaN,,0.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0225,douglasii,transects,20.2003,10,soils bag,NaN,NaN,NaN,,0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.0421,douglasii,transects,20.2003,12,soils bag,NaN,NaN,NaN,,2,NaN,NaN,NaN,NaN,NaN,NaN
20.0069,douglasii,transects,20.2003,14,soils bag,NaN,NaN,NaN,,0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.0249,douglasii,transects,20.2003,16,soils bag,NaN,NaN,NaN,,<0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.0253,douglasii,transects,20.2003,18,soils bag,NaN,NaN,NaN,,0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.0165,douglasii,transects,20.2003,20,soils bag,NaN,NaN,NaN,,4,NaN,NaN,NaN,NaN,NaN,NaN
20.0169,douglasii,transects,20.2003,22,soils bag,NaN,NaN,NaN,,1,NaN,NaN,NaN,NaN,NaN,NaN
20.0101,douglasii,transects,20.2003,24,soils bag,NaN,NaN,NaN,,0.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0061,douglasii,transects,20.2003,26,soils bag,NaN,NaN,NaN,,0.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0581,douglasii,transects,20.2003,28,soils bag,NaN,NaN,NaN,,1,NaN,NaN,NaN,NaN,NaN,NaN
20.0417,douglasii,transects,20.2003,30,soils bag,NaN,NaN,NaN,,1,NaN,NaN,NaN,NaN,NaN,NaN
20.0775,douglasii,transects,20.2003,0,root bag,NaN,NaN,NaN,,<0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.0734,douglasii,transects,20.2003,2,root bag,NaN,NaN,NaN,,<0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.0761,douglasii,transects,20.2003,4,root bag,NaN,NaN,NaN,,1,NaN,NaN,NaN,NaN,NaN,NaN
20.0762,douglasii,transects,20.2003,6,root bag,NaN,NaN,NaN,,0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.0728,douglasii,transects,20.2003,8,root bag,NaN,NaN,NaN,,0.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0727,douglasii,transects,20.2003,10,root bag,NaN,NaN,NaN,,0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.0659,douglasii,transects,20.2003,12,root bag,NaN,NaN,NaN,,2,NaN,NaN,NaN,NaN,NaN,NaN
20.0792,douglasii,transects,20.2003,14,root bag,NaN,NaN,NaN,,0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.0759,douglasii,transects,20.2003,16,root bag,NaN,NaN,NaN,,<0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.08,douglasii,transects,20.2003,18,root bag,NaN,NaN,NaN,,0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.0769,douglasii,transects,20.2003,20,root bag,NaN,NaN,NaN,,4,NaN,NaN,NaN,NaN,NaN,NaN
20.0647,douglasii,transects,20.2003,22,root bag,NaN,NaN,NaN,,1,NaN,NaN,NaN,NaN,NaN,NaN
20.075,douglasii,transects,20.2003,24,root bag,NaN,NaN,NaN,,0.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0752,douglasii,transects,20.2003,26,root bag,NaN,NaN,NaN,,0.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0678,douglasii,transects,20.2003,28,root bag,NaN,NaN,NaN,,1,NaN,NaN,NaN,NaN,NaN,NaN
20.0705,douglasii,transects,20.2003,30,root bag,NaN,NaN,NaN,,1,NaN,NaN,NaN,NaN,NaN,NaN
20.0443,douglasii,transects,20.2003,0,tube_1,1.53,NaN,NaN,,<0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.0503,douglasii,transects,20.2003,2,tube_1,1.54,NaN,NaN,,<0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.048,douglasii,transects,20.2003,4,tube_1,1.57,NaN,NaN,,1,NaN,NaN,NaN,NaN,NaN,NaN
20.0515,douglasii,transects,20.2003,6,tube_1,1.79,NaN,NaN,,0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.0632,douglasii,transects,20.2003,8,tube_1,1.59,NaN,NaN,,0.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0226,douglasii,transects,20.2003,10,tube_1,1.64,NaN,NaN,,0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.0425,douglasii,transects,20.2003,12,tube_1,1.7,NaN,NaN,,2,NaN,NaN,NaN,NaN,NaN,NaN
20.0072,douglasii,transects,20.2003,14,tube_1,1.53,NaN,NaN,,0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.0251,douglasii,transects,20.2003,16,tube_1,1.61,NaN,NaN,,<0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.0255,douglasii,transects,20.2003,18,tube_1,1.53,NaN,NaN,,0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.0168,douglasii,transects,20.2003,20,tube_1,1.62,NaN,NaN,,4,NaN,NaN,NaN,NaN,NaN,NaN
20.0172,douglasii,transects,20.2003,22,tube_1,1.76,NaN,NaN,,1,NaN,NaN,NaN,NaN,NaN,NaN
20.0102,douglasii,transects,20.2003,24,tube_1,1.5,NaN,NaN,,0.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0063,douglasii,transects,20.2003,26,tube_1,1.58,NaN,NaN,,0.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0583,douglasii,transects,20.2003,28,tube_1,1.44,NaN,NaN,,1,NaN,NaN,NaN,NaN,NaN,NaN
20.0418,douglasii,transects,20.2003,30,tube_1,1.73,NaN,NaN,,1,NaN,NaN,NaN,NaN,NaN,NaN
20.0442,douglasii,transects,20.2003,0,tube_2,1.56,NaN,NaN,,<0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.0502,douglasii,transects,20.2003,2,tube_2,1.62,NaN,NaN,,<0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.0479,douglasii,transects,20.2003,4,tube_2,1.47,NaN,NaN,,1,NaN,NaN,NaN,NaN,NaN,NaN
20.0514,douglasii,transects,20.2003,6,tube_2,1.64,NaN,NaN,,0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.063,douglasii,transects,20.2003,8,tube_2,1.62,NaN,NaN,,0.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0228,douglasii,transects,20.2003,10,tube_2,1.73,NaN,NaN,,0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.0422,douglasii,transects,20.2003,12,tube_2,1.72,NaN,NaN,,2,NaN,NaN,NaN,NaN,NaN,NaN
20.0071,douglasii,transects,20.2003,14,tube_2,1.43,NaN,NaN,,0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.025,douglasii,transects,20.2003,16,tube_2,1.53,NaN,NaN,,<0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.0256,douglasii,transects,20.2003,18,tube_2,1.47,NaN,NaN,,0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.0166,douglasii,transects,20.2003,20,tube_2,1.44,NaN,NaN,,4,NaN,NaN,NaN,NaN,NaN,NaN
20.0171,douglasii,transects,20.2003,22,tube_2,1.69,NaN,NaN,,1,NaN,NaN,NaN,NaN,NaN,NaN
20.0103,douglasii,transects,20.2003,24,tube_2,1.67,NaN,NaN,,0.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0062,douglasii,transects,20.2003,26,tube_2,1.69,NaN,NaN,,0.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0582,douglasii,transects,20.2003,28,tube_2,1.32,NaN,NaN,,1,NaN,NaN,NaN,NaN,NaN,NaN
20.0419,douglasii,transects,20.2003,30,tube_2,1.43,NaN,NaN,,1,NaN,NaN,NaN,NaN,NaN,NaN
20.0444,douglasii,transects,20.2003,0,tube_3,NaN,NaN,NaN,,<0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.0504,douglasii,transects,20.2003,2,tube_3,NaN,NaN,NaN,,<0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.0478,douglasii,transects,20.2003,4,tube_3,NaN,NaN,NaN,,1,NaN,NaN,NaN,NaN,NaN,NaN
20.0516,douglasii,transects,20.2003,6,tube_3,NaN,NaN,NaN,,0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.0631,douglasii,transects,20.2003,8,tube_3,NaN,NaN,NaN,,0.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0227,douglasii,transects,20.2003,10,tube_3,NaN,NaN,NaN,,0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.0423,douglasii,transects,20.2003,12,tube_3,NaN,NaN,NaN,,2,NaN,NaN,NaN,NaN,NaN,NaN
20.007,douglasii,transects,20.2003,14,tube_3,NaN,NaN,NaN,,0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.0252,douglasii,transects,20.2003,16,tube_3,NaN,NaN,NaN,,<0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.0254,douglasii,transects,20.2003,18,tube_3,NaN,NaN,NaN,,0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.0167,douglasii,transects,20.2003,20,tube_3,NaN,NaN,NaN,,4,NaN,NaN,NaN,NaN,NaN,NaN
20.017,douglasii,transects,20.2003,22,tube_3,NaN,NaN,NaN,,1,NaN,NaN,NaN,NaN,NaN,NaN
20.0104,douglasii,transects,20.2003,24,tube_3,NaN,NaN,NaN,,0.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0064,douglasii,transects,20.2003,26,tube_3,NaN,NaN,NaN,,0.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0584,douglasii,transects,20.2003,28,tube_3,NaN,NaN,NaN,,1,NaN,NaN,NaN,NaN,NaN,NaN
20.042,douglasii,transects,20.2003,30,tube_3,NaN,NaN,NaN,,1,NaN,NaN,NaN,NaN,NaN,NaN
20.2003,douglasii,transects,20.2003,NaN,transect,NaN,NaN,"34.73617,120.05844","34.73592,120.05845",NaN,NaN,NaN,NaN,NaN,NaN,NaN
20.0473,douglasii,transects,20.2004,0,soils bag,NaN,NaN,NaN,,1.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0141,douglasii,transects,20.2004,2,soils bag,NaN,NaN,NaN,,0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.0145,douglasii,transects,20.2004,4,soils bag,NaN,NaN,NaN,,0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.0053,douglasii,transects,20.2004,6,soils bag,NaN,NaN,NaN,,1.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0397,douglasii,transects,20.2004,8,soils bag,NaN,NaN,NaN,,0.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0113,douglasii,transects,20.2004,10,soils bag,NaN,NaN,NaN,,0.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0121,douglasii,transects,20.2004,12,soils bag,NaN,NaN,NaN,,1.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0093,douglasii,transects,20.2004,14,soils bag,NaN,NaN,NaN,,0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.0605,douglasii,transects,20.2004,16,soils bag,NaN,NaN,NaN,,0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.0325,douglasii,transects,20.2004,18,soils bag,NaN,NaN,NaN,,3,NaN,NaN,NaN,NaN,NaN,NaN
20.0465,douglasii,transects,20.2004,20,soils bag,NaN,NaN,NaN,,1,NaN,NaN,NaN,NaN,NaN,NaN
20.0209,douglasii,transects,20.2004,22,soils bag,NaN,NaN,NaN,,5,NaN,NaN,NaN,NaN,NaN,NaN
20.0281,douglasii,transects,20.2004,24,soils bag,NaN,NaN,NaN,,6,NaN,NaN,NaN,NaN,NaN,NaN
20.0237,douglasii,transects,20.2004,26,soils bag,NaN,NaN,NaN,,1,NaN,NaN,NaN,NaN,NaN,NaN
20.0413,douglasii,transects,20.2004,28,soils bag,NaN,NaN,NaN,,8,NaN,NaN,NaN,NaN,NaN,NaN
20.0137,douglasii,transects,20.2004,30,soils bag,NaN,NaN,NaN,,1,NaN,NaN,NaN,NaN,NaN,NaN
20.0723,douglasii,transects,20.2004,0,root bag,NaN,NaN,NaN,,1.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0692,douglasii,transects,20.2004,2,root bag,NaN,NaN,NaN,,0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.0689,douglasii,transects,20.2004,4,root bag,NaN,NaN,NaN,,0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.0689,douglasii,transects,20.2004,6,root bag,NaN,NaN,NaN,,1.5,NaN,NaN,NaN,NaN,NaN,NaN
20.072,douglasii,transects,20.2004,8,root bag,NaN,NaN,NaN,,0.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0731,douglasii,transects,20.2004,10,root bag,NaN,NaN,NaN,,0.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0684,douglasii,transects,20.2004,12,root bag,NaN,NaN,NaN,,1.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0675,douglasii,transects,20.2004,14,root bag,NaN,NaN,NaN,,0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.0658,douglasii,transects,20.2004,16,root bag,NaN,NaN,NaN,,0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.0679,douglasii,transects,20.2004,18,root bag,NaN,NaN,NaN,,3,NaN,NaN,NaN,NaN,NaN,NaN
20.0685,douglasii,transects,20.2004,20,root bag,NaN,NaN,NaN,,1,NaN,NaN,NaN,NaN,NaN,NaN
20.0654,douglasii,transects,20.2004,22,root bag,NaN,NaN,NaN,,5,NaN,NaN,NaN,NaN,NaN,NaN
20.0799,douglasii,transects,20.2004,24,root bag,NaN,NaN,NaN,,6,NaN,NaN,NaN,NaN,NaN,NaN
20.0698,douglasii,transects,20.2004,26,root bag,NaN,NaN,NaN,,1,NaN,NaN,NaN,NaN,NaN,NaN
20.0767,douglasii,transects,20.2004,28,root bag,NaN,NaN,NaN,,8,NaN,NaN,NaN,NaN,NaN,NaN
20.0793,douglasii,transects,20.2004,30,root bag,NaN,NaN,NaN,,1,NaN,NaN,NaN,NaN,NaN,NaN
20.0476,douglasii,transects,20.2004,0,tube_1,1.77,NaN,NaN,,1.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0143,douglasii,transects,20.2004,2,tube_1,1.87,NaN,NaN,,0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.0148,douglasii,transects,20.2004,4,tube_1,1.68,NaN,NaN,,0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.0055,douglasii,transects,20.2004,6,tube_1,1.52,NaN,NaN,,1.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0398,douglasii,transects,20.2004,8,tube_1,1.51,NaN,NaN,,0.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0115,douglasii,transects,20.2004,10,tube_1,1.78,NaN,NaN,,0.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0122,douglasii,transects,20.2004,12,tube_1,1.72,NaN,NaN,,1.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0094,douglasii,transects,20.2004,14,tube_1,1.79,NaN,NaN,,0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.0606,douglasii,transects,20.2004,16,tube_1,1.8,NaN,NaN,,0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.0328,douglasii,transects,20.2004,18,tube_1,1.65,NaN,NaN,,3,NaN,NaN,NaN,NaN,NaN,NaN
20.0466,douglasii,transects,20.2004,20,tube_1,1.63,NaN,NaN,,1,NaN,NaN,NaN,NaN,NaN,NaN
20.021,douglasii,transects,20.2004,22,tube_1,1.62,NaN,NaN,,5,NaN,NaN,NaN,NaN,NaN,NaN
20.0282,douglasii,transects,20.2004,24,tube_1,1.52,NaN,NaN,,6,NaN,NaN,NaN,NaN,NaN,NaN
20.024,douglasii,transects,20.2004,26,tube_1,1.75,NaN,NaN,,1,NaN,NaN,NaN,NaN,NaN,NaN
20.0416,douglasii,transects,20.2004,28,tube_1,1.17,NaN,NaN,,8,NaN,NaN,NaN,NaN,NaN,NaN
20.0139,douglasii,transects,20.2004,30,tube_1,1.74,NaN,NaN,,1,NaN,NaN,NaN,NaN,NaN,NaN
20.0474,douglasii,transects,20.2004,0,tube_2,1.49,NaN,NaN,,1.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0144,douglasii,transects,20.2004,2,tube_2,1.5,NaN,NaN,,0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.0147,douglasii,transects,20.2004,4,tube_2,1.62,NaN,NaN,,0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.0054,douglasii,transects,20.2004,6,tube_2,1.5,NaN,NaN,,1.5,NaN,NaN,NaN,NaN,NaN,NaN
20.04,douglasii,transects,20.2004,8,tube_2,1.48,NaN,NaN,,0.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0114,douglasii,transects,20.2004,10,tube_2,1.62,NaN,NaN,,0.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0123,douglasii,transects,20.2004,12,tube_2,1.73,NaN,NaN,,1.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0095,douglasii,transects,20.2004,14,tube_2,1.54,NaN,NaN,,0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.0608,douglasii,transects,20.2004,16,tube_2,1.57,NaN,NaN,,0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.0327,douglasii,transects,20.2004,18,tube_2,1.62,NaN,NaN,,3,NaN,NaN,NaN,NaN,NaN,NaN
20.0467,douglasii,transects,20.2004,20,tube_2,1.63,NaN,NaN,,1,NaN,NaN,NaN,NaN,NaN,NaN
20.0211,douglasii,transects,20.2004,22,tube_2,1.7,NaN,NaN,,5,NaN,NaN,NaN,NaN,NaN,NaN
20.0283,douglasii,transects,20.2004,24,tube_2,1.5,NaN,NaN,,6,NaN,NaN,NaN,NaN,NaN,NaN
20.0239,douglasii,transects,20.2004,26,tube_2,1.43,NaN,NaN,,1,NaN,NaN,NaN,NaN,NaN,NaN
20.0414,douglasii,transects,20.2004,28,tube_2,1.14,NaN,NaN,,8,NaN,NaN,NaN,NaN,NaN,NaN
20.014,douglasii,transects,20.2004,30,tube_2,1.52,NaN,NaN,,1,NaN,NaN,NaN,NaN,NaN,NaN
20.0475,douglasii,transects,20.2004,0,tube_3,NaN,NaN,NaN,,1.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0142,douglasii,transects,20.2004,2,tube_3,NaN,NaN,NaN,,0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.0146,douglasii,transects,20.2004,4,tube_3,NaN,NaN,NaN,,0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.0056,douglasii,transects,20.2004,6,tube_3,NaN,NaN,NaN,,1.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0399,douglasii,transects,20.2004,8,tube_3,NaN,NaN,NaN,,0.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0116,douglasii,transects,20.2004,10,tube_3,NaN,NaN,NaN,,0.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0124,douglasii,transects,20.2004,12,tube_3,NaN,NaN,NaN,,1.5,NaN,NaN,NaN,NaN,NaN,NaN
20.0096,douglasii,transects,20.2004,14,tube_3,NaN,NaN,NaN,,0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.0607,douglasii,transects,20.2004,16,tube_3,NaN,NaN,NaN,,0.25,NaN,NaN,NaN,NaN,NaN,NaN
20.0326,douglasii,transects,20.2004,18,tube_3,NaN,NaN,NaN,,3,NaN,NaN,NaN,NaN,NaN,NaN
20.0468,douglasii,transects,20.2004,20,tube_3,NaN,NaN,NaN,,1,NaN,NaN,NaN,NaN,NaN,NaN
20.0212,douglasii,transects,20.2004,22,tube_3,NaN,NaN,NaN,,5,NaN,NaN,NaN,NaN,NaN,NaN
20.0284,douglasii,transects,20.2004,24,tube_3,NaN,NaN,NaN,,6,NaN,NaN,NaN,NaN,NaN,NaN
20.0238,douglasii,transects,20.2004,26,tube_3,NaN,NaN,NaN,,1,NaN,NaN,NaN,NaN,NaN,NaN
20.0415,douglasii,transects,20.2004,28,tube_3,NaN,NaN,NaN,,8,NaN,NaN,NaN,NaN,NaN,NaN
20.0138,douglasii,transects,20.2004,30,tube_3,NaN,NaN,NaN,,1,NaN,NaN,NaN,NaN,NaN,NaN
20.2004,douglasii,transects,20.2004,NaN,transect,NaN,NaN,"34.73746,120.05889","34.73730,120.05881",NaN,NaN,NaN,NaN,NaN,NaN,NaN